0.000000	2.233772	R
\	2629.370605	2685.314697
2.233772	2.681864	AM
\	1734.265625	1790.209717
2.681864	3.136644	M1
\	4027.972168	4139.860352
3.136644	3.544608	R
\	1790.209717	1790.209717
3.544608	5.176465	M1
\	1342.657349	1958.041870
5.176465	7.543996	R
\	1566.433594	1958.041870
7.543996	8.707697	AM
\	1454.545532	1846.153809
8.707697	13.462822	R
\	3244.755371	3860.139893
13.462822	14.185120	VF
\	2909.091064	3244.755371
14.185120	14.432574	R
\	1118.881104	1454.545532
14.432574	15.235126	VF
\	1902.097900	1902.097900
15.235126	16.459019	R
\	783.216797	1958.041870
16.459019	18.706167	M1
\	2629.370605	2797.202881
18.238011	18.425273	R
\	2965.034912	3132.867188
18.706167	19.481968	R
\	1342.657349	1454.545532
19.481968	20.043755	AM
\	3804.195801	3916.083740
20.043755	22.143768	R
\	1790.209717	3244.755371
20.170826	21.662236	AM
\	1958.041870	2349.650391
22.143768	23.267342	VF
\	2741.258789	3356.643555
23.267342	25.608121	R
\	1006.993042	1230.769287
25.608121	26.898893	VF
\	1622.377686	1958.041870
26.898893	28.597629	R
\	1846.153809	2181.818359
28.597629	29.206232	VF
\	1958.041870	2125.874023
29.206232	29.721203	R
\	2685.314697	2909.091064
29.721203	31.212614	VF
\	2125.874023	2909.091064
31.212614	39.284957	R
\	2629.370605	3524.475586
39.284957	39.759801	N1
\	1846.153809	2013.986084
39.759801	62.231277	R
\	1286.713257	1398.601440
62.231277	63.060582	N1
\	783.216797	951.048950
63.060582	66.939587	R
\	3132.867188	4923.077148
66.939587	67.467934	M1
\	1118.881104	1342.657349
67.467934	67.815707	R
\	1454.545532	1454.545532
67.815707	68.437685	N1
\	3188.811279	3244.755371
68.437685	71.400443	R
\	1958.041870	2685.314697
71.400443	72.343442	VF
\	1510.489502	1622.377686
72.343442	73.166059	R
\	1230.769287	1454.545532
73.166059	73.861604	AM
\	1902.097900	2181.818359
73.861604	78.222141	R
\	1958.041870	2181.818359
74.965114	75.593781	AM
\	2069.930176	2237.762207
78.222141	79.171828	M1
\	2909.091064	2965.034912
79.171828	79.599856	R
\	727.272766	1006.993042
79.599856	80.081388	M1
\	1118.881104	1230.769287
80.081388	82.308472	R
\	-1.000000	1230.769287
82.308472	82.810067	VF
\	1846.153809	2237.762207
82.810067	88.675390	R
\	1398.601440	3356.643555
88.675390	90.273808	R
\	1902.097900	2069.930176
88.789085	89.685269	M1
\	2349.650391	2517.482422
