0,000000	2,335823	 R
2,335823	4,944356	M1
4,191438	5,258565	AM
5,258565	6,029268	R
6,029268	6,456119	AM
6,189338	6,456119	M1
6,456119	7,306857	N1
7,306857	7,585496	AM
7,585496	8,803799	N1
7,727779	8,397698	AM
8,803799	9,399612	VF
9,399612	9,936140	M1
9,936140	10,377812	P1
10,377812	10,668307	R
10,668307	11,026981	M1
10,718699	10,991410	AM
11,026981	11,883647	AM
11,421225	11,747291	M1
11,883647	11,987395	R
11,987395	13,036737	M1
11,987395	12,648421	AM
13,036737	13,599943	R
13,599943	14,874567	M1
14,874567	15,123563	R
15,123563	15,900195	N1
15,630449	15,858695	M1
15,900195	16,570113	R
16,570113	17,157033	N1
16,570113	16,881359	M1
17,157033	18,040377	M1
18,040377	18,692511	R
18,692511	19,232003	M1
19,232003	19,498785	R
19,498785	19,993813	M1
19,993813	20,554055	VF
20,554055	21,105404	M1
21,105404	21,298080	R
21,298080	21,555969	M1
21,555969	21,858321	R
21,858321	22,605310	VF
22,605310	23,046982	M1
23,046982	23,334514	R
23,334514	23,702080	M1
23,702080	24,543925	R
24,543925	25,237557	M1
25,237557	25,578445	R
25,578445	28,098051	M1
26,189079	26,695964	R
28,098051	28,877647	R
28,877647	29,393425	M1
29,393425	30,665085	VF
30,665085	30,848868	R
30,848868	32,550343	VF
32,550343	32,994979	R
32,994979	34,145105	M1
34,145105	35,078841	VF
35,078841	35,864365	M1
35,852508	37,847443	VF
37,847443	38,093475	M1
38,093475	39,445170	VF
39,445170	39,889806	M1
39,889806	41,641673	VF
41,641673	43,331291	M1
43,331291	44,294670	N1
44,294670	46,298497	M1
46,298497	48,678784	N1
47,158128	48,106685	M1
48,678784	49,001886	M1
49,001886	49,603627	VF
49,603627	50,430651	M1
50,430651	51,260639	R
51,260639	52,253660	M1
52,253660	53,546069	N1
53,546069	55,063761	M1
55,063761	55,837429	R
55,837429	56,311707	VF
56,311707	58,081360	M1
58,081360	58,760171	R
58,760171	59,370805	VF
59,370805	59,640551	R
59,640551	61,851876	M1
61,851876	62,634436	VF
62,634436	63,903131	R
63,903131	65,154042	M1
65,154042	66,422737	R
66,422737	68,035285	M1
68,035285	68,405815	R
68,405815	70,166575	VF
70,166575	71,441199	R
71,441199	71,749480	VF
71,749480	72,351221	M1
72,351221	73,169352	VF
73,169352	74,141624	M1
74,141624	74,316514	R
74,316514	75,353999	M1
75,353999	75,697851	R
75,697851	76,643444	M1
76,643444	76,910226	R
76,910226	77,719464	M1
77,719464	78,427918	VF
78,427918	79,391296	M1
79,391296	79,948574	R
79,948574	81,866439	N1
81,866439	83,197383	M1
83,197383	83,959193	VF
83,959193	85,041142	M1
85,041142	86,238696	R
86,238696	88,088383	M1
88,088383	89,837286	VF
89,837286	90,053675	R
