0,000000	0,457959	R
0,457959	0,943673	M1
0,943673	3,524898	R
3,524898	4,926531	M1
4,926531	6,466939	R
6,466939	8,423673	VF
8,423673	9,964082	M1
9,964082	11,296327	R
11,296327	13,572245	M1
13,572245	16,333878	R
16,333878	18,165714	VF
18,165714	19,775510	M1
19,775510	20,191837	R
20,191837	21,815510	M1
21,815510	22,925714	VF
22,925714	24,563265	M1
24,563265	25,160000	R
25,160000	26,186939	M1
26,186939	26,783673	VF
26,783673	27,616327	M1
27,616327	28,684898	R
28,684898	29,933878	VF
29,933878	31,307755	M1
31,307755	37,080816	VF
37,080816	37,483265	R
37,483265	38,246531	M1
38,246531	39,190204	R
39,190204	39,842449	VF
39,842449	40,133878	M1
40,133878	41,882449	R
41,882449	42,090612	VF
42,090612	43,200816	M1
43,200816	43,950204	R
43,950204	44,727347	M1
44,727347	46,226122	VF
46,226122	47,391837	R
47,391837	49,182041	M1
49,182041	50,777959	R
50,777959	52,595918	VF
52,595918	52,776327	R
52,776327	54,094694	VF
54,094694	55,593469	N1
55,593469	57,008980	VF
57,008980	57,439184	M1
57,439184	58,133061	VF
58,133061	58,410612	N1
58,410612	59,617959	VF
59,617959	60,367347	R
60,367347	64,253061	VF
64,253061	65,210612	M1
65,210612	66,154286	R
66,154286	67,208980	AM
66,973061	67,791837	M1
67,791837	68,055510	R
68,055510	69,290612	M1
69,290612	71,427755	M1
71,427755	72,537959	R
72,537959	73,773061	M1
73,773061	75,604898	N1
73,897959	77,964082	M1
76,964898	77,533878	N1
77,964082	78,963265	R
78,963265	79,906939	M1
79,906939	82,238367	R
82,238367	85,388571	M1
85,388571	86,457143	R
86,457143	88,566531	M1
88,566531	89,440816	R
89,440816	89,648980	R
89,648980	91,411429	M1
91,411429	92,979592	VF
92,979592	93,909388	N1
93,909388	94,478367	R
