0,000000	0,654573	R
0,654573	1,047317	AM
1,112774	2,304097	R
2,304097	3,940529	AM
3,940529	5,590053	R
5,590053	6,702827	AM
6,702827	7,566863	R
7,566863	8,587997	AM
8,587997	9,033107	R
9,033107	10,211338	VF
10,211338	10,656447	R
10,656447	12,227423	N1
10,656447	12,227423	M1
12,227423	13,222373	R
13,222373	14,505336	VF
14,505336	16,613061	M1
16,613061	18,367317	R
18,367317	19,768103	VF
19,768103	20,697596	M1
20,697596	21,744913	R
21,744913	23,983553	VF
23,983553	24,441754	M1
24,441754	28,657203	R
28,657203	29,468874	M1
29,468874	30,319819	R
30,319819	32,388269	M1
32,388269	36,289524	R
36,289524	37,389206	VF
37,389206	42,416327	R
42,416327	46,775782	R
46,775782	48,386032	VF
48,386032	54,539017	R
54,539017	55,625608	M1
55,625608	58,924656	VF
58,924656	62,956825	R
62,956825	63,611398	R
63,611398	64,331429	M1
64,331429	70,353500	R
70,353500	71,296085	M1
71,296085	73,207438	R
73,207438	74,228571	VF
74,228571	74,870053	M1
74,870053	75,446077	R
75,446077	76,100650	M1
76,100650	76,414845	R
76,414845	77,121784	M1
77,121784	83,929342	R
83,929342	84,518458	M1
84,518458	90,016871	R
