0.000000	0.471196	R
\	951.048950	1566.433594
0.471196	1.469683	AM
\	1118.881104	2461.538574
1.469683	4.442705	VF
\	2741.258789	3860.139893
4.442705	5.183156	AM
\	1398.601440	2125.874023
5.183156	6.776247	R
\	1622.377686	2573.426514
6.776247	7.247443	AM
\	1622.377686	2069.930176
7.247443	7.853267	R
\	1622.377686	1622.377686
7.853267	12.340847	AM
\	2069.930176	2741.258789
12.340847	12.834481	N1
\	1454.545532	1958.041870
12.834481	14.225631	R
\	783.216797	1734.265625
14.225631	15.414840	M1
\	559.440552	1006.993042
15.414840	17.860572	R
\	895.104858	1734.265625
17.860572	20.710186	M1
\	-1.000000	839.160889
18.601023	19.543415	N1
\	-1.000000	951.048950
20.710186	21.428199	N1
\	3412.587402	3972.028076
21.428199	24.075871	M1
\	1286.713257	1622.377686
24.075871	27.935191	R
\	1902.097900	2125.874023
27.935191	29.954602	M1
\	3244.755371	4251.748047
29.954602	31.300877	R
\	2349.650391	2797.202881
31.300877	32.467648	M1
\	1454.545532	2573.426514
32.467648	34.172928	R
\	1398.601440	1958.041870
34.172928	36.932791	M1
\	3132.867188	4475.524414
36.932791	38.122000	R
\	1398.601440	2181.818359
38.122000	40.836986	M1
\	447.552429	2349.650391
40.836986	41.891568	N1
\	671.328674	1174.825195
41.891568	43.103214	R
\	1566.433594	2573.426514
43.103214	45.391881	M1
\	-1.000000	503.496521
45.391881	46.087456	N1
\	2293.706299	2853.146729
46.087456	46.614746	R
\	5706.293457	6209.790039
46.614746	47.108380	N1
\	6489.510742	6937.062500
47.108380	54.894333	R
\	559.440552	2181.818359
54.894333	57.082029	N1
\	2013.986084	2125.874023
55.129931	55.567470	VF
\	2013.986084	2517.482422
57.082029	58.820966	R
\	4139.860352	4531.468262
58.820966	61.266698	VF
\	4307.692383	4363.636719
61.266698	63.342204	M1
\	5146.853027	5314.685547
63.342204	65.182112	R
\	3020.979004	3356.643555
65.182112	68.345857	M1
\	4531.468262	4923.077148
68.345857	70.152108	R
\	2517.482422	3356.643555
70.152108	74.493843	M1
\	3804.195801	3972.028076
74.493843	76.726414	R
\	2125.874023	2349.650391
76.726414	79.441401	M1
\	1286.713257	3356.643555
79.441401	88.472657	R
\	1566.433594	3524.475586
88.472657	90.043310	M1
\	727.272766	1678.321777
