0,000000	2,401337	 R
2,401337	2,986390	AM
2,986390	3,684961	R
3,684961	4,898728	AM
4,898728	5,649692	R
5,649692	9,526760	AM
9,526760	10,111813	R
10,111813	10,993759	AM
10,993759	12,224990	R
12,224990	12,652864	M1
12,652864	16,503736	R
16,503736	17,158646	M1
17,158646	17,691307	R
17,691307	19,359145	M1
19,359145	20,162501	R
20,162501	20,564179	M1
20,564179	21,716821	R
21,716821	22,764677	N1
22,764677	23,009177	R
23,009177	23,917319	M1
23,917319	24,301533	R
24,301533	24,668283	N1
24,668283	26,860049	M1
26,860049	28,335780	R
28,335780	29,488422	M1
29,488422	33,382954	R
33,382954	34,553061	M1
34,553061	34,954739	R
34,954739	35,269096	N1
35,269096	36,771023	R
36,771023	37,373540	M1
37,373540	37,967326	R
37,967326	38,622236	N1
38,622236	39,067575	R
39,067575	39,635163	N1
39,635163	40,316270	R
40,316270	42,080161	M1
42,080161	42,970839	R
42,970839	44,079820	N1
44,079820	45,075284	M1
45,075284	45,511891	R
45,511891	46,210462	M1
46,210462	47,965621	R
47,965621	48,498281	M1
48,498281	49,161923	R
49,161923	50,139923	M1
50,139923	52,942938	R
52,942938	54,165437	N1
54,165437	56,077775	M1
56,077775	57,300274	R
57,300274	57,920255	N1
57,920255	58,976844	M1
58,976844	59,151486	R
59,151486	60,452575	N1
60,452575	61,028896	R
61,028896	61,613949	N1
61,613949	61,779859	R
61,779859	63,264322	M1
63,264322	69,763552	R
69,763552	70,148278	M1
70,148278	74,476384	R
74,476384	75,498044	M1
75,498044	76,170419	R
76,170419	76,825329	M1
76,825329	81,348575	R
81,348575	81,645468	M1
81,645468	82,090807	R
82,090807	85,644786	M1
85,243108	85,819429	AM
85,819429	87,181642	R
87,181642	90,595907	AM
87,592052	88,535123	M1
