0,000000	7,233498	R
7,233498	16,703516	VF
16,703516	18,564676	M
18,564676	21,802155	R
21,802155	24,539155	N
24,539155	26,196994	M
26,196994	32,374793	R
32,374793	33,829313	VF
33,829313	35,362032	R
35,362032	36,910392	VF
36,910392	40,554511	VF
40,554511	41,524191	M
41,524191	43,103831	N
43,103831	44,777310	M
44,777310	49,594429	AM
49,594429	58,603067	AM
52,456549	52,925748	M
53,379308	53,942348	N
58,603067	62,919706	R
62,919706	65,124946	AM
65,124946	67,205065	VF
67,205065	72,600864	M
72,600864	77,605663	R
77,605663	80,108063	VF
80,108063	81,406182	N
81,406182	81,969222	N
81,969222	84,440342	R
84,440342	86,489181	M
86,489181	87,458861	N
87,458861	90,461740	R
