0.000000	4.394531	VF
\	1286.713257	1286.713257
4.394531	7.080078	R
\	2125.874023	2405.594238
7.080078	8.537292	N1
\	-1.000000	279.720276
8.537292	12.573242	VF
\	2453.333496	2506.666748
12.573242	13.450623	R
\	4266.666992	4586.666504
13.450623	16.998291	VF
\	5546.666504	6080.000000
16.998291	17.868042	M1
\	4800.000000	5493.333496
17.868042	18.928528	VF
\	3626.666748	4533.333496
18.928528	21.011353	R
\	2560.000000	2986.666748
21.011353	22.994995	VF
\	2346.666504	3093.333252
23.010254	24.833679	M2
\	1493.333374	1653.333252
24.833679	25.680542	R
\	6613.333008	7946.666504
25.680542	26.092529	M2
\	1333.333374	1866.666626
26.092529	26.565552	R
\	5013.333496	5706.666504
26.565552	32.402039	VF
\	5813.333496	6026.666504
32.402039	33.729553	N1
\	2613.333252	2826.666504
33.729553	35.385132	R
\	3840.000000	5546.666504
35.385132	36.773682	N1
\	1120.000000	1173.333252
36.773682	37.841797	R
\	3733.333252	4106.666504
37.841797	39.314270	N1
\	2933.333496	4533.333496
39.314270	40.740967	R
\	5013.333496	5226.666504
40.740967	41.442871	M1
\	3253.333252	3733.333252
41.442871	41.835785	R
\	4693.333008	5760.000000
41.835785	42.072296	N1
\	5600.000000	6400.000000
42.072296	42.995453	M1
\	3520.000000	3680.000000
42.995453	43.997765	R
\	5760.000000	6560.000000
43.997765	44.585228	M1
\	-1.000000	58.823528
44.585228	45.484543	R
\	6453.333496	7520.000000
45.484543	45.810699	N1
\	4373.333496	4853.333496
45.810699	47.676086	R
\	6026.666504	7146.666504
47.676086	48.019409	VF
\	2666.666748	4053.333252
48.019409	51.254272	R
\	1066.666748	1920.000000
51.254272	57.983398	VF
\	2453.333496	3786.666748
57.983398	62.850952	R
\	2453.333496	3466.666748
62.850952	63.529968	VF
\	3466.666748	3840.000000
63.522339	64.727783	L
\	3739.100650	4006.179355
64.727783	66.505432	VF
\	2240.000000	2453.333496
66.505432	67.184448	M1
\	5866.666992	5866.666992
67.184448	68.809509	R
\	4373.333496	4480.000000
68.809509	69.519043	VF
\	4000.000000	5013.333496
69.519043	70.476532	M1
\	2240.000000	2240.000000
70.476532	71.369171	R
\	4906.666992	5173.333008
71.369171	72.284698	M1
\	6026.666504	6453.333496
72.284698	74.424744	VF
\	4853.333496	4906.666992
74.424744	77.507019	R
\	4906.666992	5493.333496
77.507019	80.490112	VF
\	3040.000000	4053.333252
80.490112	81.123352	N1
\	3626.666748	3893.333496
81.123352	81.481934	R
\	1706.666748	2080.000000
81.481934	81.985474	M1
\	2880.000000	3040.000000
81.985474	82.687378	N1
\	3040.000000	4480.000000
82.687378	84.442139	R
\	1600.000000	3040.000000
84.442139	86.547852	M1
\	-1.000000	1588.235229
86.547852	87.379456	R
\	1352.941162	4475.703344
87.379456	87.890625	M1
\	2400.000000	3253.333252
87.890625	90.003967	R
\	3200.000000	3306.666504
